43.651070, -79.347015
43.700110, -79.416300
43.653481, -79.383934
43.656591, -79.452020
43.761539, -79.411079
43.688244, -79.294875
43.718403, -79.518099
43.646548, -79.405839
43.684199, -79.606618
43.765940, -79.412440
43.732537, -79.358850
43.742624, -79.527610
43.668527, -79.374650
43.684437, -79.427579
43.689968, -79.335509
43.650987, -79.584224
43.694453, -79.295701
43.657728, -79.380401
43.651843, -79.402046
43.736667, -79.583105
43.757272, -79.443187
43.643788, -79.380613
43.700758, -79.356378
43.669282, -79.447243
43.668732, -79.313540
43.770991, -79.413216
43.669592, -79.406215
43.717282, -79.519940
43.657752, -79.349854
43.674436, -79.312561
43.712490, -79.264309
43.655427, -79.466630
43.704612, -79.424131
43.765177, -79.304327
43.666341, -79.381201
43.651256, -79.511928
43.663230, -79.307550
43.725439, -79.516634
43.664086, -79.336415
43.671146, -79.441818
43.653092, -79.380620
43.650439, -79.395845
43.676317, -79.293511
43.718920, -79.520080
43.750401, -79.452934
43.688770, -79.344518
43.649706, -79.348780
43.698399, -79.525250
43.756907, -79.399801
43.666291, -79.406586
